url,domain,confidence_score,first_seen_at,verified_at
https://melbetzambia.com/en/user/login,melbetzambia.com,0.95,2026-08-08 12:24:53,2026-08-08 12:52:42
https://melbet1-bd.com/,melbet1-bd.com,1.0,2026-08-08 12:24:53,2026-08-08 12:52:41
https://qa.melbet.com/en/user/login,melbet.com,1.0,2026-08-08 12:24:53,2026-08-08 12:52:40
https://melbet-affiliate.com/,melbet-affiliate.com,0.9,2026-08-08 12:24:53,2026-08-08 12:51:52
https://bangladesh.melbet.com/en/user/login,melbet.com,1.0,2026-08-08 12:24:53,2026-08-08 12:51:52
https://bangladesh.melbet.com/en/registration,melbet.com,1.0,2026-08-08 12:24:53,2026-08-08 12:51:52
https://batery-app.in/,batery-app.in,1.0,2026-08-08 12:24:53,2026-08-08 12:51:51
https://baterybetlogin.com/,baterybetlogin.com,1.0,2026-08-08 12:24:53,2026-08-08 12:51:51
https://optimobet.com/betting-sites/megapari,optimobet.com,0.8,2026-08-08 12:18:16,2026-08-08 12:41:04
https://legalbet.uk/betting-sites/sets/google-pay,legalbet.uk,0.8,2026-08-08 12:14:59,2026-08-08 12:36:42
https://coinnews.com/crypto-casinos/telegram-casinos,coinnews.com,1.0,2026-08-08 12:14:58,2026-08-08 12:36:41
https://casinorange.com/us/online-casinos/bonus/welcome-bonuses,casinorange.com,0.7,2026-08-08 12:14:57,2026-08-08 12:35:27
https://1xbet.com.gh/en,1xbet.com.gh,1.0,2026-08-08 12:12:28,2026-08-08 12:34:38
https://500nations.com/casinos/caCrystalCasino.asp,500nations.com,0.95,2026-08-08 12:08:18,2026-08-08 12:30:56
https://osga.com/top-asian-sportsbooks.html,osga.com,0.6,2026-08-08 12:01:40,2026-08-08 12:22:11
https://toffeeweb.com/,toffeeweb.com,1.0,2026-08-08 12:01:35,2026-08-08 12:19:58
https://downtowngrand.com/slot-machines,downtowngrand.com,0.9,2026-08-08 11:59:19,2026-08-08 12:18:22
https://casinos.com/us/slots,casinos.com,1.0,2026-08-08 11:59:20,2026-08-08 12:18:22
https://vegasslotsonline.com/,vegasslotsonline.com,0.65,2026-08-08 11:59:20,2026-08-08 12:18:21
https://wizardofodds.com/games/keno,wizardofodds.com,0.8,2026-08-08 11:51:56,2026-08-08 12:06:33
https://macausportingclub.com/what-are-slot-paylines,macausportingclub.com,0.7,2026-08-08 11:43:02,2026-08-08 11:56:12
https://videopoker.com/play_games/free?game=69&name=Ultimate+X+Poker,videopoker.com,0.55,2026-08-08 11:34:37,2026-08-08 11:51:44
https://wizardofodds.com/games/ultimate-texas-hold-em,wizardofodds.com,1.0,2026-08-08 11:34:37,2026-08-08 11:51:43
https://hub.bovada.lv/,bovada.lv,0.9,2026-08-08 11:22:07,2026-08-08 11:33:53
https://lcb.org/casinos/decode-casino,lcb.org,1.0,2026-08-08 11:22:06,2026-08-08 11:33:36
https://play-decodecasino.com/signin,play-decodecasino.com,1.0,2026-08-08 11:22:06,2026-08-08 11:33:35
https://gamesandcasino.com/casinos/decode-casino,gamesandcasino.com,1.0,2026-08-08 11:22:06,2026-08-08 11:33:35
https://casinocouponscodes.com/casinos/decode-casino,casinocouponscodes.com,1.0,2026-08-08 11:22:06,2026-08-08 11:33:16
https://gamblingsites.com/reviews/decode-casino,gamblingsites.com,1.0,2026-08-08 11:22:06,2026-08-08 11:33:15
https://wizardofodds.com/online-casinos/reviews/decode-casino,wizardofodds.com,1.0,2026-08-08 11:22:06,2026-08-08 11:33:15
https://decodecasino1.com/,decodecasino1.com,0.55,2026-08-08 11:22:05,2026-08-08 11:32:28
https://cardsrealm.com/en-us/articles/decode-casino-full-review-guide,cardsrealm.com,1.0,2026-08-08 11:22:06,2026-08-08 11:32:28
https://gamblingnerd.com/reviews/decode-casino,gamblingnerd.com,1.0,2026-08-08 11:22:06,2026-08-08 11:32:28
https://getb8.us/online-casinos/decode.html,getb8.us,1.0,2026-08-08 11:22:06,2026-08-08 11:32:27
https://gamblingsites.com/blog/top-bovada-slots-to-play,gamblingsites.com,1.0,2026-08-08 11:12:03,2026-08-08 11:21:11
https://mytopsportsbooks.com/reviews/bovada/mobile-app,mytopsportsbooks.com,0.55,2026-08-08 11:12:04,2026-08-08 11:21:11
https://bovada.com/more,bovada.com,0.9,2026-08-08 11:12:03,2026-08-08 11:20:26
https://bovada.com/casino/slots,bovada.com,1.0,2026-08-08 11:12:03,2026-08-08 11:20:26
https://thesportsgeek.com/reviews/bovada,thesportsgeek.com,1.0,2026-08-08 11:12:03,2026-08-08 11:20:24
https://casinodecoded.com/en/casino/bovada,casinodecoded.com,1.0,2026-08-08 11:12:02,2026-08-08 11:20:22
https://us-bovada-en.com/,us-bovada-en.com,1.0,2026-08-08 11:12:02,2026-08-08 11:20:22
https://us-bovada.us/,us-bovada.us,1.0,2026-08-08 11:12:03,2026-08-08 11:20:22
https://bovadalv.us.com/,us.com,1.0,2026-08-08 11:12:03,2026-08-08 11:20:22
https://playbovadaus.com/,playbovadaus.com,1.0,2026-08-08 11:12:03,2026-08-08 11:20:22
https://casinos18.com/reviews/bovada,casinos18.com,1.0,2026-08-08 11:12:02,2026-08-08 11:19:42
https://techradar.com/news/what-is-bovada,techradar.com,0.85,2026-08-08 11:12:02,2026-08-08 11:19:41
https://casinos.com/us/bovada-casino,casinos.com,1.0,2026-08-08 11:12:02,2026-08-08 11:19:41
https://bovada-us-casino.com/login,bovada-us-casino.com,1.0,2026-08-08 11:12:02,2026-08-08 11:19:38
https://casinobettingnow.com/casino/bovada-casino,casinobettingnow.com,1.0,2026-08-08 11:12:02,2026-08-08 11:19:38
https://worldpopulationreview.com/state-rankings/bovada-legal-states,worldpopulationreview.com,0.85,2026-08-08 11:12:02,2026-08-08 11:19:37
https://casinocitytimes.com/news,casinocitytimes.com,0.95,2026-08-08 11:08:51,2026-08-08 11:14:11
https://soccerphile.com/online-casinos-and-soccer-winning-match-fans-and-gamblers-alike,soccerphile.com,0.95,2026-08-08 11:08:50,2026-08-08 11:13:26
https://livescore.com/en-us/betting-sites/soccer,livescore.com,1.0,2026-08-08 11:08:50,2026-08-08 11:13:25
https://gamblingnews.com/,gamblingnews.com,0.95,2026-08-08 11:08:51,2026-08-08 11:13:25
https://soccernews.com/,soccernews.com,0.95,2026-08-08 11:08:51,2026-08-08 11:13:24
